subj_idx,block,trial,vStims,aStim,resp,rt,fb,iti,feedJitter,vSymbols,aFile,stimOnset,respOnset,feedbackOnset
2x3-14,2,14,3_1,1,0,0,2,3374,1733,fd,norm_e.wav,130054,0,133813
2x3-14,2,15,1_2,1,2,0.879,0,4089,1823,de,norm_e.wav,139935,140814,143786
2x3-14,2,16,2_1,1,1,1,0,3043,2482,ed,norm_e.wav,148856,149856,153361
2x3-14,2,17,1_3,1,1,1.405,1,2990,2253,df,norm_e.wav,158386,159791,162665
2x3-14,2,18,1_2,2,0,0,2,2760,2011,de,norm_f.wav,167456,0,171490
2x3-14,2,19,3_1,3,2,1.407,0,2286,2549,fd,norm_k.wav,175815,177222,180394
2x3-14,2,20,1_2,2,1,1.336,0,3162,998,de,norm_f.wav,185591,186927,188643
2x3-14,2,21,3_1,1,2,1.3,1,2685,1510,fd,norm_e.wav,193364,194664,196905
2x3-14,2,22,3_2,3,2,1.602,0,2873,1869,fe,norm_k.wav,201801,203403,205697
2x3-14,2,23,2_3,3,2,1.672,1,3440,1333,ef,norm_k.wav,211168,212840,214528
2x3-14,2,24,2_1,1,1,1.582,0,3569,1850,ed,norm_e.wav,220130,221712,224028
2x3-15,1,1,1_3,1,0,0,2,3332,1823,ac,norm_a.wav,24494,0,28355
2x3-15,1,2,2_3,3,0,0,2,2720,1211,bc,norm_s.wav,33102,0,36360
2x3-15,1,3,2_1,1,1,0.93,0,3082,1421,ba,norm_a.wav,41481,42411,44936
2x3-15,1,4,2_1,1,2,1.142,1,4089,1584,ba,norm_a.wav,51054,52196,54682
2x3-15,1,5,1_3,3,0,0,2,2872,1588,ac,norm_s.wav,59587,0,63219
2x3-15,1,6,3_1,3,1,1.387,1,2286,2253,ca,norm_s.wav,67534,68921,71834
2x3-15,1,7,2_3,2,1,1.617,1,2685,2140,bc,norm_d.wav,76550,78167,80721
2x3-15,1,8,2_3,2,1,1.057,1,3162,1510,bc,norm_d.wav,85910,86967,89457
2x3-15,1,9,1_2,2,2,1.845,1,2398,1857,ab,norm_d.wav,93879,95724,97771
2x3-15,1,10,1_3,1,1,0.975,1,2990,1346,ac,norm_a.wav,102787,103762,106160
2x3-15,1,11,3_2,2,2,1.186,1,2301,1861,cb,norm_d.wav,110498,111684,114408
2x3-15,1,12,1_2,1,1,0.994,1,2760,2563,ab,norm_a.wav,119207,120201,123793
2x3-15,1,13,3_1,3,1,1.397,1,3440,2482,ca,norm_s.wav,129270,130667,133795
2x3-15,1,14,2_1,2,1,1.252,1,3569,1850,ba,norm_d.wav,139399,140651,143280
2x3-15,1,15,3_2,2,2,1.019,1,3374,2175,cb,norm_d.wav,148687,149706,152888
2x3-15,1,16,3_2,3,1,1.056,1,3221,2011,cb,norm_s.wav,158134,159190,162173
2x3-15,1,17,2_3,3,2,1.078,1,2097,2350,bc,norm_s.wav,166310,167388,170696
2x3-15,1,18,1_2,2,1,1.031,0,3788,1869,ab,norm_d.wav,176517,177548,180414
