subjID	block	trial	vStim	aStim	match	resp	result	RT	fb	vFile	aFile	iti	feedJitter	stimOnset	respOnset	feedbackOnset	subjID
1	1	38	1	3	0	1	1	1.521	1	Ⴁ	DEU_u_short_1.wav	NA	NA	NA	NA	NA	NA
1	1	39	2	2	1	2	1	0.947	1	Ⴜ	DEU_p.wav	NA	NA	NA	NA	NA	NA
1	1	40	2	1	0	1	1	1.402	1	Ⴜ	DEU_f.wav	NA	NA	NA	NA	NA	NA
1	1	41	3	3	1	2	1	1.833	1	Ⴂ	DEU_u_short_1.wav	NA	NA	NA	NA	NA	NA
1	1	42	3	2	0	1	1	0.816	1	Ⴂ	DEU_p.wav	NA	NA	NA	NA	NA	NA
1	1	43	1	1	1	1	0	1.784	0	Ⴁ	DEU_f.wav	NA	NA	NA	NA	NA	NA
1	1	44	1	3	0	1	1	1.94	1	Ⴁ	DEU_u_short_1.wav	NA	NA	NA	NA	NA	NA
1	1	45	2	2	1	2	1	0.768	1	Ⴜ	DEU_p.wav	NA	NA	NA	NA	NA	NA
1	1	46	2	1	0	1	1	1.552	1	Ⴜ	DEU_f.wav	NA	NA	NA	NA	NA	NA
1	1	47	3	3	1	1	0	1.196	0	Ⴂ	DEU_u_short_1.wav	NA	NA	NA	NA	NA	NA
1	1	48	3	2	0	1	1	0.969	1	Ⴂ	DEU_p.wav	NA	NA	NA	NA	NA	NA
1	2	3	2	2	1	1	0	1.153	0	Ⴃ	DEU_i_1.wav	NA	NA	NA	NA	NA	NA
1	2	4	3	2	0	1	1	1.037	1	Ⴟ	DEU_i_1.wav	NA	NA	NA	NA	NA	NA
1	2	5	3	3	1	2	1	1.185	1	Ⴟ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
1	2	6	3	3	1	1	0	1.528	0	Ⴟ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
1	2	7	2	2	1	1	0	1.625	0	Ⴃ	DEU_i_1.wav	NA	NA	NA	NA	NA	NA
1	2	8	1	3	0	1	1	1.013	1	Ⴡ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
1	2	9	3	3	1	1	0	0.89	0	Ⴟ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
1	2	10	3	2	0	1	1	0.743	1	Ⴟ	DEU_i_1.wav	NA	NA	NA	NA	NA	NA
1	2	11	1	3	0	1	1	0.718	1	Ⴡ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
1	2	12	3	2	0	1	1	1.068	1	Ⴟ	DEU_i_1.wav	NA	NA	NA	NA	NA	NA
1	2	13	2	2	1	2	1	1.726	1	Ⴃ	DEU_i_1.wav	NA	NA	NA	NA	NA	NA
1	2	14	1	1	1	2	1	1.442	1	Ⴡ	DEU_n.wav	NA	NA	NA	NA	NA	NA
1	2	15	1	1	1	2	1	1.182	1	Ⴡ	DEU_n.wav	NA	NA	NA	NA	NA	NA
1	2	16	1	1	1	2	1	1.087	1	Ⴡ	DEU_n.wav	NA	NA	NA	NA	NA	NA
1	2	17	2	2	1	2	1	1.08	1	Ⴃ	DEU_i_1.wav	NA	NA	NA	NA	NA	NA
1	2	18	3	3	1	2	1	1.516	1	Ⴟ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
1	2	19	2	1	0	2	0	1.324	0	Ⴃ	DEU_n.wav	NA	NA	NA	NA	NA	NA
1	2	20	1	3	0	1	1	0.739	1	Ⴡ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
1	2	21	3	3	1	2	1	1.523	1	Ⴟ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
1	2	22	2	1	0	1	1	1.105	1	Ⴃ	DEU_n.wav	NA	NA	NA	NA	NA	NA
1	2	23	1	3	0	1	1	0.663	1	Ⴡ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
1	2	24	1	3	0	1	1	0.621	1	Ⴡ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
1	2	25	3	2	0	1	1	0.667	1	Ⴟ	DEU_i_1.wav	NA	NA	NA	NA	NA	NA
1	2	26	1	1	1	2	1	0.933	1	Ⴡ	DEU_n.wav	NA	NA	NA	NA	NA	NA
1	2	27	1	3	0	1	1	0.861	1	Ⴡ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
1	2	28	3	2	0	1	1	1.012	1	Ⴟ	DEU_i_1.wav	NA	NA	NA	NA	NA	NA
1	2	29	2	1	0	1	1	1.418	1	Ⴃ	DEU_n.wav	NA	NA	NA	NA	NA	NA
1	2	30	3	3	1	2	1	1.113	1	Ⴟ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
1	2	31	2	2	1	2	1	1.334	1	Ⴃ	DEU_i_1.wav	NA	NA	NA	NA	NA	NA
1	2	32	1	3	0	1	1	0.733	1	Ⴡ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
1	2	33	1	1	1	2	1	0.89	1	Ⴡ	DEU_n.wav	NA	NA	NA	NA	NA	NA
1	2	34	2	1	0	2	0	0.85	0	Ⴃ	DEU_n.wav	NA	NA	NA	NA	NA	NA
1	2	35	3	3	1	2	1	1.004	1	Ⴟ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
1	2	36	1	1	1	2	1	0.859	1	Ⴡ	DEU_n.wav	NA	NA	NA	NA	NA	NA
1	2	37	2	1	0	1	1	1.924	1	Ⴃ	DEU_n.wav	NA	NA	NA	NA	NA	NA
1	2	38	1	3	0	1	1	1.263	1	Ⴡ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
1	2	39	2	2	1	2	1	1.441	1	Ⴃ	DEU_i_1.wav	NA	NA	NA	NA	NA	NA
1	2	40	1	1	1	2	1	0.841	1	Ⴡ	DEU_n.wav	NA	NA	NA	NA	NA	NA
1	2	41	2	1	0	1	1	1.601	1	Ⴃ	DEU_n.wav	NA	NA	NA	NA	NA	NA
1	2	42	2	1	0	1	1	1.393	1	Ⴃ	DEU_n.wav	NA	NA	NA	NA	NA	NA
1	2	43	3	2	0	1	1	0.755	1	Ⴟ	DEU_i_1.wav	NA	NA	NA	NA	NA	NA
1	2	44	2	2	1	2	1	1.308	1	Ⴃ	DEU_i_1.wav	NA	NA	NA	NA	NA	NA
1	2	45	1	1	1	2	1	0.925	1	Ⴡ	DEU_n.wav	NA	NA	NA	NA	NA	NA
1	2	46	3	2	0	1	1	0.794	1	Ⴟ	DEU_i_1.wav	NA	NA	NA	NA	NA	NA
1	2	47	3	2	0	1	1	0.737	1	Ⴟ	DEU_i_1.wav	NA	NA	NA	NA	NA	NA
1	2	48	2	1	0	1	1	1.062	1	Ⴃ	DEU_n.wav	NA	NA	NA	NA	NA	NA
1	3	1	1	1	1	1	0	1.381	0	Ⴊ	DEU_g.wav	NA	NA	NA	NA	NA	NA
1	3	2	3	2	0	1	1	1.061	1	Ⴇ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
1	3	3	2	1	0	1	1	0.95	1	Ⴢ	DEU_g.wav	NA	NA	NA	NA	NA	NA
1	3	4	2	2	1	1	0	1.064	0	Ⴢ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
1	3	5	2	1	0	1	1	1.046	1	Ⴢ	DEU_g.wav	NA	NA	NA	NA	NA	NA
1	3	6	3	3	1	2	1	0.935	1	Ⴇ	DEU_s_1.wav	NA	NA	NA	NA	NA	NA
1	3	7	1	3	0	1	1	0.975	1	Ⴊ	DEU_s_1.wav	NA	NA	NA	NA	NA	NA
1	3	8	1	3	0	2	0	1.111	0	Ⴊ	DEU_s_1.wav	NA	NA	NA	NA	NA	NA
1	3	9	2	2	1	2	1	1.396	1	Ⴢ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
1	3	10	1	3	0	1	1	0.816	1	Ⴊ	DEU_s_1.wav	NA	NA	NA	NA	NA	NA
1	3	11	3	2	0	1	1	0.857	1	Ⴇ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
1	3	12	1	1	1	2	1	1.297	1	Ⴊ	DEU_g.wav	NA	NA	NA	NA	NA	NA
1	3	13	2	2	1	2	1	1.17	1	Ⴢ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
1	3	14	2	1	0	1	1	0.731	1	Ⴢ	DEU_g.wav	NA	NA	NA	NA	NA	NA
1	3	15	1	3	0	1	1	0.732	1	Ⴊ	DEU_s_1.wav	NA	NA	NA	NA	NA	NA
1	3	16	3	2	0	1	1	1.372	1	Ⴇ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
1	3	17	1	3	0	1	1	0.765	1	Ⴊ	DEU_s_1.wav	NA	NA	NA	NA	NA	NA
1	3	18	2	1	0	1	1	0.647	1	Ⴢ	DEU_g.wav	NA	NA	NA	NA	NA	NA
1	3	19	3	2	0	1	1	1.222	1	Ⴇ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
1	3	20	1	1	1	2	1	0.723	1	Ⴊ	DEU_g.wav	NA	NA	NA	NA	NA	NA
1	3	21	3	3	1	2	1	1.075	1	Ⴇ	DEU_s_1.wav	NA	NA	NA	NA	NA	NA
1	3	22	2	1	0	1	1	0.759	1	Ⴢ	DEU_g.wav	NA	NA	NA	NA	NA	NA
1	3	23	1	3	0	1	1	0.699	1	Ⴊ	DEU_s_1.wav	NA	NA	NA	NA	NA	NA
1	3	24	1	1	1	2	1	0.89	1	Ⴊ	DEU_g.wav	NA	NA	NA	NA	NA	NA
1	3	25	2	2	1	2	1	1.045	1	Ⴢ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
1	3	26	3	2	0	1	1	1.386	1	Ⴇ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
1	3	27	2	1	0	1	1	0.808	1	Ⴢ	DEU_g.wav	NA	NA	NA	NA	NA	NA
1	3	28	1	3	0	1	1	1.13	1	Ⴊ	DEU_s_1.wav	NA	NA	NA	NA	NA	NA
1	3	29	3	2	0	1	1	1.155	1	Ⴇ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
1	3	30	3	3	1	2	1	0.959	1	Ⴇ	DEU_s_1.wav	NA	NA	NA	NA	NA	NA
1	3	31	1	3	0	1	1	0.779	1	Ⴊ	DEU_s_1.wav	NA	NA	NA	NA	NA	NA
1	3	32	3	3	1	2	1	1.218	1	Ⴇ	DEU_s_1.wav	NA	NA	NA	NA	NA	NA
1	3	33	1	1	1	2	1	0.983	1	Ⴊ	DEU_g.wav	NA	NA	NA	NA	NA	NA
1	3	34	3	2	0	1	1	1.361	1	Ⴇ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
1	3	35	1	1	1	2	1	0.862	1	Ⴊ	DEU_g.wav	NA	NA	NA	NA	NA	NA
1	3	36	2	2	1	2	1	1.211	1	Ⴢ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
1	3	37	3	3	1	2	1	1.061	1	Ⴇ	DEU_s_1.wav	NA	NA	NA	NA	NA	NA
1	3	38	2	2	1	2	1	1.121	1	Ⴢ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
1	3	39	3	2	0	1	1	1.146	1	Ⴇ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
1	3	40	3	3	1	2	1	0.97	1	Ⴇ	DEU_s_1.wav	NA	NA	NA	NA	NA	NA
1	3	41	2	1	0	1	1	1.647	1	Ⴢ	DEU_g.wav	NA	NA	NA	NA	NA	NA
1	3	42	1	1	1	2	1	0.876	1	Ⴊ	DEU_g.wav	NA	NA	NA	NA	NA	NA
1	3	43	2	2	1	2	1	1.034	1	Ⴢ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
1	3	44	1	1	1	2	1	1.335	1	Ⴊ	DEU_g.wav	NA	NA	NA	NA	NA	NA
1	3	45	2	1	0	1	1	0.823	1	Ⴢ	DEU_g.wav	NA	NA	NA	NA	NA	NA
1	3	46	3	3	1	2	1	0.958	1	Ⴇ	DEU_s_1.wav	NA	NA	NA	NA	NA	NA
1	3	47	3	3	1	2	1	1.183	1	Ⴇ	DEU_s_1.wav	NA	NA	NA	NA	NA	NA
1	3	48	2	2	1	2	1	1.029	1	Ⴢ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
2	1	1	1	1	1	1	0	1.162	0	Ⴂ	DEU_u_short_1.wav	NA	NA	NA	NA	NA	NA
2	1	2	1	3	0	1	1	0.964	1	Ⴂ	DEU_f.wav	NA	NA	NA	NA	NA	NA
2	1	3	2	2	1	1	0	0.928	0	Ⴁ	DEU_p.wav	NA	NA	NA	NA	NA	NA
2	1	4	2	1	0	1	1	1.96	1	Ⴁ	DEU_u_short_1.wav	NA	NA	NA	NA	NA	NA
2	1	5	3	3	1	1	0	1.064	0	Ⴜ	DEU_f.wav	NA	NA	NA	NA	NA	NA
2	1	6	3	2	0	1	1	1.132	1	Ⴜ	DEU_p.wav	NA	NA	NA	NA	NA	NA
2	1	7	1	1	1	2	1	1.12	1	Ⴂ	DEU_u_short_1.wav	NA	NA	NA	NA	NA	NA
2	1	8	1	3	0	1	1	0.75	1	Ⴂ	DEU_f.wav	NA	NA	NA	NA	NA	NA
2	1	9	2	2	1	1	0	0.98	0	Ⴁ	DEU_p.wav	NA	NA	NA	NA	NA	NA
2	1	10	2	1	0	1	1	2.003	1	Ⴁ	DEU_u_short_1.wav	NA	NA	NA	NA	NA	NA
2	1	11	3	3	1	2	1	1.2	1	Ⴜ	DEU_f.wav	NA	NA	NA	NA	NA	NA
2	1	12	3	2	0	1	1	1.126	1	Ⴜ	DEU_p.wav	NA	NA	NA	NA	NA	NA
2	1	13	1	1	1	2	1	1.042	1	Ⴂ	DEU_u_short_1.wav	NA	NA	NA	NA	NA	NA
2	1	14	1	3	0	1	1	0.732	1	Ⴂ	DEU_f.wav	NA	NA	NA	NA	NA	NA
2	1	15	2	2	1	2	1	1.932	1	Ⴁ	DEU_p.wav	NA	NA	NA	NA	NA	NA
2	1	16	2	1	0	1	1	0.737	1	Ⴁ	DEU_u_short_1.wav	NA	NA	NA	NA	NA	NA
2	1	17	3	3	1	2	1	0.896	1	Ⴜ	DEU_f.wav	NA	NA	NA	NA	NA	NA
2	1	18	3	2	0	1	1	1.14	1	Ⴜ	DEU_p.wav	NA	NA	NA	NA	NA	NA
2	1	19	1	1	1	2	1	0.831	1	Ⴂ	DEU_u_short_1.wav	NA	NA	NA	NA	NA	NA
2	1	20	1	3	0	1	1	1.467	1	Ⴂ	DEU_f.wav	NA	NA	NA	NA	NA	NA
2	1	21	2	2	1	2	1	1.47	1	Ⴁ	DEU_p.wav	NA	NA	NA	NA	NA	NA
2	1	22	2	1	0	1	1	0.984	1	Ⴁ	DEU_u_short_1.wav	NA	NA	NA	NA	NA	NA
2	1	23	3	3	1	2	1	1.35	1	Ⴜ	DEU_f.wav	NA	NA	NA	NA	NA	NA
2	1	24	3	2	0	1	1	0.871	1	Ⴜ	DEU_p.wav	NA	NA	NA	NA	NA	NA
2	1	25	1	1	1	2	1	0.781	1	Ⴂ	DEU_u_short_1.wav	NA	NA	NA	NA	NA	NA
2	1	26	1	3	0	1	1	1.721	1	Ⴂ	DEU_f.wav	NA	NA	NA	NA	NA	NA
2	1	27	2	2	1	2	1	1.45	1	Ⴁ	DEU_p.wav	NA	NA	NA	NA	NA	NA
2	1	28	2	1	0	1	1	0.826	1	Ⴁ	DEU_u_short_1.wav	NA	NA	NA	NA	NA	NA
2	1	29	3	3	1	2	1	0.965	1	Ⴜ	DEU_f.wav	NA	NA	NA	NA	NA	NA
2	1	30	3	2	0	1	1	0.726	1	Ⴜ	DEU_p.wav	NA	NA	NA	NA	NA	NA
2	1	31	1	1	1	2	1	1.487	1	Ⴂ	DEU_u_short_1.wav	NA	NA	NA	NA	NA	NA
2	1	32	1	3	0	1	1	0.867	1	Ⴂ	DEU_f.wav	NA	NA	NA	NA	NA	NA
2	1	33	2	2	1	2	1	1.03	1	Ⴁ	DEU_p.wav	NA	NA	NA	NA	NA	NA
2	1	34	2	1	0	1	1	0.969	1	Ⴁ	DEU_u_short_1.wav	NA	NA	NA	NA	NA	NA
2	1	35	3	3	1	2	1	1.023	1	Ⴜ	DEU_f.wav	NA	NA	NA	NA	NA	NA
2	1	36	3	2	0	1	1	0.735	1	Ⴜ	DEU_p.wav	NA	NA	NA	NA	NA	NA
2	1	37	1	1	1	2	1	0.828	1	Ⴂ	DEU_u_short_1.wav	NA	NA	NA	NA	NA	NA
2	1	38	1	3	0	1	1	1.092	1	Ⴂ	DEU_f.wav	NA	NA	NA	NA	NA	NA
2	1	39	2	2	1	2	1	0.798	1	Ⴁ	DEU_p.wav	NA	NA	NA	NA	NA	NA
2	1	40	2	1	0	1	1	0.787	1	Ⴁ	DEU_u_short_1.wav	NA	NA	NA	NA	NA	NA
2	1	41	3	3	1	2	1	1.177	1	Ⴜ	DEU_f.wav	NA	NA	NA	NA	NA	NA
2	1	42	3	2	0	1	1	0.901	1	Ⴜ	DEU_p.wav	NA	NA	NA	NA	NA	NA
2	1	43	1	1	1	2	1	0.788	1	Ⴂ	DEU_u_short_1.wav	NA	NA	NA	NA	NA	NA
2	1	44	1	3	0	1	1	0.682	1	Ⴂ	DEU_f.wav	NA	NA	NA	NA	NA	NA
2	1	45	2	2	1	2	1	0.991	1	Ⴁ	DEU_p.wav	NA	NA	NA	NA	NA	NA
2	1	46	2	1	0	1	1	0.926	1	Ⴁ	DEU_u_short_1.wav	NA	NA	NA	NA	NA	NA
2	1	47	3	3	1	2	1	1.185	1	Ⴜ	DEU_f.wav	NA	NA	NA	NA	NA	NA
2	1	48	3	2	0	1	1	0.735	1	Ⴜ	DEU_p.wav	NA	NA	NA	NA	NA	NA
2	2	1	1	3	0	1	1	1.184	1	Ⴃ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
2	2	2	1	1	1	2	1	1.047	1	Ⴃ	DEU_n.wav	NA	NA	NA	NA	NA	NA
2	2	3	2	2	1	1	0	1.88	0	Ⴡ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
2	2	4	2	2	1	2	1	0.927	1	Ⴡ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
2	2	5	2	1	0	1	1	1.401	1	Ⴡ	DEU_n.wav	NA	NA	NA	NA	NA	NA
2	2	6	1	1	1	2	1	1.673	1	Ⴃ	DEU_n.wav	NA	NA	NA	NA	NA	NA
2	2	8	3	2	0	2	0	1.936	0	Ⴟ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
2	2	9	1	3	0	1	1	1.049	1	Ⴃ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
2	2	10	1	3	0	1	1	1.239	1	Ⴃ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
2	2	12	2	2	1	2	1	0.794	1	Ⴡ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
2	2	13	3	3	1	2	1	1.225	1	Ⴟ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
2	2	14	3	3	1	2	1	0.973	1	Ⴟ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
2	2	15	1	1	1	2	1	1.476	1	Ⴃ	DEU_n.wav	NA	NA	NA	NA	NA	NA
2	2	16	3	2	0	2	0	1.115	0	Ⴟ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
2	2	17	3	2	0	1	1	0.885	1	Ⴟ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
2	2	18	3	2	0	1	1	0.833	1	Ⴟ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
2	2	19	2	1	0	1	1	0.911	1	Ⴡ	DEU_n.wav	NA	NA	NA	NA	NA	NA
2	2	20	1	1	1	2	1	0.836	1	Ⴃ	DEU_n.wav	NA	NA	NA	NA	NA	NA
2	2	21	3	2	0	1	1	1.216	1	Ⴟ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
2	2	22	3	3	1	2	1	1.021	1	Ⴟ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
2	2	23	3	2	0	1	1	1.407	1	Ⴟ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
2	2	24	3	2	0	1	1	0.747	1	Ⴟ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
2	2	25	1	3	0	1	1	0.867	1	Ⴃ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
2	2	26	3	2	0	1	1	0.926	1	Ⴟ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
2	2	27	2	2	1	2	1	0.865	1	Ⴡ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
2	2	28	1	3	0	1	1	0.906	1	Ⴃ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
2	2	29	1	1	1	2	1	0.79	1	Ⴃ	DEU_n.wav	NA	NA	NA	NA	NA	NA
2	2	30	1	3	0	1	1	0.841	1	Ⴃ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
2	2	31	2	2	1	2	1	1.203	1	Ⴡ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
2	2	32	2	1	0	1	1	0.954	1	Ⴡ	DEU_n.wav	NA	NA	NA	NA	NA	NA
2	2	33	3	3	1	2	1	0.906	1	Ⴟ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
2	2	34	3	3	1	2	1	0.772	1	Ⴟ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
2	2	35	1	3	0	1	1	0.695	1	Ⴃ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
2	2	36	2	1	0	1	1	1.087	1	Ⴡ	DEU_n.wav	NA	NA	NA	NA	NA	NA
2	2	37	1	1	1	2	1	0.872	1	Ⴃ	DEU_n.wav	NA	NA	NA	NA	NA	NA
2	2	38	3	3	1	2	1	0.903	1	Ⴟ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
2	2	39	2	2	1	2	1	0.929	1	Ⴡ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
2	2	40	2	1	0	1	1	1.031	1	Ⴡ	DEU_n.wav	NA	NA	NA	NA	NA	NA
2	2	41	1	1	1	2	1	0.74	1	Ⴃ	DEU_n.wav	NA	NA	NA	NA	NA	NA
2	2	42	3	3	1	2	1	1.113	1	Ⴟ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
2	2	43	1	3	0	1	1	0.759	1	Ⴃ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
2	2	44	1	1	1	2	1	0.75	1	Ⴃ	DEU_n.wav	NA	NA	NA	NA	NA	NA
2	2	45	2	1	0	1	1	0.991	1	Ⴡ	DEU_n.wav	NA	NA	NA	NA	NA	NA
2	2	46	3	3	1	2	1	0.927	1	Ⴟ	DEU_e_1.wav	NA	NA	NA	NA	NA	NA
2	2	47	2	1	0	1	1	0.893	1	Ⴡ	DEU_n.wav	NA	NA	NA	NA	NA	NA
2	2	48	2	2	1	1	0	0.972	0	Ⴡ	DEU_r_1.wav	NA	NA	NA	NA	NA	NA
2	3	1	2	1	0	1	1	0.955	1	Ⴊ	DEU_g.wav	NA	NA	NA	NA	NA	NA
2	3	3	2	1	0	1	1	0.604	1	Ⴊ	DEU_g.wav	NA	NA	NA	NA	NA	NA
2	3	4	2	1	0	1	1	0.758	1	Ⴊ	DEU_g.wav	NA	NA	NA	NA	NA	NA
2	3	5	2	2	1	2	1	0.833	1	Ⴊ	DEU_i_1.wav	NA	NA	NA	NA	NA	NA
2	3	6	3	2	0	2	0	0.957	0	Ⴇ	DEU_i_1.wav	NA	NA	NA	NA	NA	NA
2	3	7	3	2	0	1	1	0.723	1	Ⴇ	DEU_i_1.wav	NA	NA	NA	NA	NA	NA
2	3	8	3	2	0	1	1	0.674	1	Ⴇ	DEU_i_1.wav	NA	NA	NA	NA	NA	NA
